,ID,title,abstract,date,doi,author_corresponding,author_corresponding_institution,source,eligible,new
868,33356860,"Herbal medicine, a reliable support in COVID therapy.","At present, specific therapies for COVID-19 are not well established, being certain only that the immune system plays a decisive role in the initiation and progression of the disease. Plants have given and continue to give compounds with great efficiency and low toxicity, some of them being a starting point for extremely effective synthetic substances. Although herbal remedies are used mainly for preventive purposes, there are also guidelines issued by some countries that indicate the use of tra",16/02/2021,10.1080/15321819.2020.1862867,Alice Grigore,"Department of Pharmaceutical Biotechnologies, National Institute for Chemical-Pharmaceutical R &amp",pubmed,0,0
869,33355053,"Repurposed Antiviral Drugs for the Treatment of COVID-19: Syntheses, Mechanism of Infection and Clinical Trials.","COVID-19 is a public health emergency of international concern. Although, considerable knowledge has been acquired with time about the viral mechanism of infection and mode of replication, yet no specific drugs or vaccines have been discovered against SARS-CoV-2, till date. There are few small molecule antiviral drugs like Remdesivir and Favipiravir which have shown promising results in different advanced stage of clinical trials. Chloroquinine, Hydroxychloroquine, and Lopinavir-Ritonavir combin",23/12/2020,10.2174/1389557521666201222145842,Subha Sankar Paul,Nanyang Technological University. Singapore,pubmed,0,0
870,33352743,"SARS-CoV-2 Seroprevalence Survey in People Involved in Different Essential Activities during the General Lock-Down Phase in the Province of Prato (Tuscany, Italy).","Serosurveys may help to assess the transmission dynamics in high-risk groups. The aim of the study was to assess the SARS-CoV-2 antibody seroprevalence in people who had performed essential activities during the lock-down period in the Province of Prato (Italy), and to evaluate the risk of exposure to SARS-CoV-2 according to the type of service. All the workers and volunteers of the Civil Protection, employees of the municipalities, and all the staff of the Health Authority of the Province of Pr",31/12/2020,10.3390/vaccines8040778,Vieri Lastrucci,"Department of Health Sciences, University of Florence, 50134 Florence, Italy",pubmed,0,0
871,33351168,Viral and Antibody Kinetics of COVID-19 Patients with Different Disease Severities in Acute and Convalescent Phases: A 6-Month Follow-Up Study.,"Coronavirus disease 2019 (COVID-19), caused by severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), has spread rapidly around the world, posing a major threat to human health and the economy. Currently, long-term data on viral shedding and the serum antibody responses in COVID-19 patients are still limited. Herein, we report the clinical features, viral RNA loads, and serum antibody levels in a cohort of 112 COVID-19 patients admitted to the Honghu People's Hospital, Hubei Province, Chi",15/02/2021,10.1007/s12250-020-00329-9,Xiaoyong Zhang,"State Key Laboratory of Organ Failure Research, Guangdong Provincial Key Laboratory of Viral Hepatitis Research, Department of Infectious Diseases, Nanfang Hospital, Southern Medical University, Guangzhou, 510000, China",pubmed,0,0
872,33349145,"Regulators, Pivotal Clinical Trials, and Drug Regulation in the Age of COVID-19.","Medicine regulators rely on pivotal clinical trials to make decisions about approving a new drug, but little is known about how they judge whether pivotal trials justify the approval of new drugs. We explore this issue by looking at the positions of 3 major regulators: the European Medicines Agency, Food and Drug Administration, and Health Canada. Here we report their views and the implications of those views for the approval process. On various points, the 3 regulators are ambiguous, consistent",31/12/2020,10.1177/0020731420979824,Joel Lexchin,"Faculty of Health, York University, Toronto, Ontario, Canada",pubmed,0,0
873,33343798,Poor knowledge of COVID-19 and unfavourable perception of the response to the pandemic by healthcare workers at the Bafoussam Regional Hospital (West Region-Cameroon).,"WHO warned against a dramatic impact of COVID-19 in Africa unless adequate response strategies are implemented. Whatever the strategy, the role of health staff is pivotal. Objective: Assess knowledge and perception of the response to COVID-19 among health staff. we used a convenience non probabilistic sample to conduct a survey with a self-administered questionnaire from April 14 - 29, 2020 at the Bafoussam Regional Hospital (BRH). All the staff was invited to participate. Analyses were done wit",28/12/2020,10.11604/pamj.supp.2020.37.19.25688,Jovanny Tsuala Fouogue,"Faculty of Medicine and Pharmaceutical Sciences, University of Dschang, Dschang, West Region, Cameroon",pubmed,0,0
874,33343579,Human Leukocyte Antigen Complex and Other Immunogenetic and Clinical Factors Influence Susceptibility or Protection to SARS-CoV-2 Infection and Severity of the Disease Course. The Sardinian Experience.,"SARS-CoV-2 infection is a world-wide public health problem. Several aspects of its pathogenesis and the related clinical consequences still need elucidation. In Italy, Sardinia has had very low numbers of infections. Taking advantage of the low genetic polymorphism in the Sardinian population, we analyzed clinical, genetic and immunogenetic factors, with particular attention to HLA class I and II molecules, to evaluate their influence on susceptibility to SARS-CoV-2 infection and the clinical ou",28/12/2020,10.3389/fimmu.2020.605688,Roberto Littera,"Complex Structure of Medical Genetics, R. Binaghi Hospital, Area Socio-Sanitaria Locale (ASSL) Cagliari, Azienda per la Tutela della Salute (ATS) Sardegna, Italy",pubmed,0,0
875,33343376,Hydroxychloroquine as Prophylaxis for COVID-19: A Review.,"The impact of the COVID-19 pandemic worldwide has led to a desperate search for effective drugs and vaccines. There are still no approved agents for disease prophylaxis. We thus decided to use a drug repositioning strategy to perform a state-of-the-art review of a promising but controversial drug, hydroxychloroquine (HCQ), in an effort to provide an objective, scientific and methodologically correct overview of its potential prophylactic role. The advantage of using known drugs is that their tox",22/12/2020,10.3389/fphar.2020.605185,Manuela Monti,"Istituto Scientifico Romagnolo per Lo Studio e La Cura Dei Tumori (IRST) IRCCS, Meldola, Italy",pubmed,0,0
876,33340397,Evaluating the Efficacy of COVID-19 Vaccines.,"A large number of studies are being conducted to evaluate the efficacy and safety of candidate vaccines against novel coronavirus disease-2019 (COVID-19). Most Phase 3 tri- als have adopted virologically confirmed symptomatic COVID-19 disease as the primary efficacy endpoint, although laboratory-confirmed SARS-CoV-2 is also of interest. In addi- tion, it is important to evaluate the effect of vaccination on disease severity. To provide a full picture of vaccine efficacy and make efficient use of",11/02/2021,10.1093/cid/ciaa1863,Dan-Yu Lin,"Department of Biostatistics, University of North Carolina, Chapel Hill, North Carolina, USA",pubmed,0,0
877,33340018,The lightning-fast quest for COVID vaccines - and what it means for other diseases.,NA,05/01/2021,10.1038/d41586-020-03626-1,Philip Ball,NA,pubmed,0,0
878,33338412,"PD-1-Expressing SARS-CoV-2-Specific CD8<sup>+</sup> T Cells Are Not Exhausted, but Functional in Patients with COVID-19.","Memory T..cell responses have been demonstrated in COVID-19 convalescents, but ex..vivo phenotypes of SARS-CoV-2-specific T..cells have been unclear. We detected SARS-CoV-2-specific CD8<sup>+</sup> T..cells by MHC class I multimer staining and examined their phenotypes and functions in acute and convalescent COVID-19. Multimer<sup>+</sup> cells exhibited early differentiated effector-memory phenotypes in the early convalescent phase. The frequency of stem-like memory cells was increased among mu",25/01/2021,10.1016/j.immuni.2020.12.002,Min-Seok Rha,"Graduate School of Medical Science and Engineering, Korea Advanced Institute of Science and Technology (KAIST), Daejeon 34141, Republic of Korea",pubmed,0,0
879,33336780,Possible treatment and strategies for COVID-19: review and assessment.,"The coronavirus disease 2019 (COVID-19) is declared as an international emergency in 2020. Its prevalence and fatality rate are rapidly increasing but the medication options are still limited for this perilous disease. The emergent outbreak of COVID-19 triggered by severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) keeps propagating globally. The present scenario has emphasized the requirement for therapeutic opportunities to relive and overcome this latest pandemic. Despite the fact, ",01/01/2021,10.26355/eurrev_202012_24057,N Trivedi,"Department of Neurological Sciences, University of Nebraska Medical Center, Nebraska Medical Center, Omaha, NE, USA. devendra.kumar@unmc",pubmed,0,0
880,33336213,Assessing Durability of Vaccine Effect Following Blinded Crossover in COVID-19 Vaccine Efficacy Trials.,"Several candidate vaccines to prevent COVID-19 disease have entered large-scale phase 3 placebo-controlled randomized clinical trials and some have demonstrated substantial short-term efficacy. Efficacious vaccines should, at some point, be offered to placebo participants, which will occur before long-term efficacy and safety are known. Following vaccination of the placebo group, we show that placebo-controlled vaccine efficacy can be derived by assuming the benefit of vaccination over time has ",24/12/2020,10.1101/2020.12.14.20248137,Dean Follmann,NA,pubmed,0,0
883,33334920,Enrolling Minors in COVID-19 Vaccine Trials.,"It is widely agreed that an effective response to the coronavirus disease 2019 pandemic needs to include a vaccine that is safe and effective for minors. However, many current vaccine trials have no plans for when to enroll minors. Others have recently proposed enrolling minors as young as 12 years old. This lack of a systematic approach raises 2 concerns. Waiting too long to enroll minors could unjustly deny minors and their families the benefits of a vaccine and has the potential to delay an e",12/03/2021,10.1542/peds.2020-040717,Kevin Mintz,"Department of Bioethics, National Institutes of Health, Bethesda, Maryland",pubmed,0,0
884,33334616,Broad cross-national public support for accelerated COVID-19 vaccine trial designs.,"A vaccine for COVID-19 is urgently needed. Several vaccine trial designs may significantly accelerate vaccine testing and approval, but also increase risks to human subjects. Concerns about whether the public would see such designs as ethical represent an important roadblock to their implementation; accordingly, both the World Health Organization and numerous scholars have called for consulting the public regarding them. We answered these calls by conducting a cross-national survey (n..=..5920) ",14/01/2021,10.1016/j.vaccine.2020.11.072,David Broockman,"Department of Political Science, University of California, Berkeley, United States",pubmed,0,0
885,33334287,A short review on important drugs under clinical trial against Covid-19.,"Corona virus spreads from one to other person, either by touching the hands or by touching the surface contaminated with this virus, and then touching the nose or mouth. Covid-19 infected human symptoms are like any pneumonia symptoms, dry cough and high fever. Upper respiratory tract infections symptoms and sore throat are rare. First notified in china dated 12th December 2019 as a respiratory illness. In addition to travel restrictions and quarantine measures everyone should follow the World H",18/12/2020,10.2174/1389557521666201217145333,Namita Misra,"Resedential Area Apt. 4223, Indian Institute of Technology Jodhpur, Jodhpur 342037. India",pubmed,0,0
886,33327848,Politicizing public health: the powder keg of rushing COVID-19 vaccines.,"Vaccine hesitancy is on the rise, as more individuals are delaying or refusing vaccines. This rise in hesitancy has been primarily driven by vaccine safety concerns, even though the vaccine development process is regulated by a robust and rigorous scientific system. Recent data suggest that many individuals would be unwilling to take a COVID-19 vaccine, once one is available. The Trump administration's Operation Warp Speed aims to deliver a vaccine in the near future, even though no American or ",17/12/2020,10.1080/21645515.2020.1846400,Rupali J Limaye,"Departments of International Health, Epidemiology, and Health, Behavior and Society, International Vaccine Access Center, Johns Hopkins Bloomberg School of Public Health , Baltimore, MD, USA",pubmed,0,0
887,33326722,Audio Interview: Covid-19 Vaccine Fundamentals.,NA,23/12/2020,10.1056/NEJMe2035370,Eric J Rubin,NA,pubmed,0,0
888,33322733,Challenges and Opportunities from Targeting Inflammatory Responses to SARS-CoV-2 Infection: A Narrative Review.,"The novel coronavirus disease 2019 (COVID-19) is a global pandemic that continues to sweep across the world, posing an urgent need for effective therapies and prevention of the spread of the severe acute respiratory syndrome related to coronavirus-2 (SARS-CoV-2). A major hypothesis that is currently guiding research and clinical care posits that an excessive and uncontrolled surge of pro-inflammatory cytokines (the so-called &quot;cytokine storm&quot;) drives morbidity and mortality in the most ",27/01/2021,10.3390/jcm9124021,Vincenzo Lariccia,"Department of Biomedical Sciences and Public Health, School of Medicine, University &quot",pubmed,0,0
889,33320635,Bioengineered <i>in Vitro</i> Tissue Models to Study SARS-CoV-2 Pathogenesis and Therapeutic Validation.,"Given the various viral outbreaks in the 21st century, specifically the present pandemic situation arising from SARS-CoV-2 or the coronavirus, of unknown magnitude, there is an unmet clinical need to develop effective therapeutic and diagnostic strategies to combat this infectious disease worldwide. To develop precise anticoronavirus drugs and prophylactics, tissue engineering and biomaterial research strategies can serve as a suitable alternative to the conventional treatment options. Therefore",29/12/2020,10.1021/acsbiomaterials.0c01226,Juhi Chakraborty,"Department of Textile and Fibre Engineering, Indian Institute of Technology Delhi, New Delhi-110016, India",pubmed,0,0
890,33320222,"Experts Discuss COVID-19: Vaccine Allocation, Placebo Groups, and More.",NA,21/12/2020,10.1001/jama.2020.24075,NA NA,NA,pubmed,0,0
891,33320183,Efficacy and safety of COVID-19 vaccines in older people.,"Several vaccines against coronavirus disease 2019 (COVID-19) are on the cusp of regulatory approval. Their safety and efficacy in older people is critical to their success. Even though care home residents and older people are likely to be amongst the first to be vaccinated, these patient groups are usually excluded from clinical trials. Data from several Phase II trials have given cause for optimism, with strong antibody responses and reassuring safety profiles but, with the exception of AstraZe",17/03/2021,10.1093/ageing/afaa274,Roy L Soiza,"NHS Grampian, Aberdeen Royal Infirmary, Aberdeen, UK",pubmed,0,0
892,33317389,COVID-19 vaccines and treatments nationalism: Challenges for low-income countries and the attainment of the SDGs.,"The 2030 Agenda for Sustainable Development (AfSD) has the vision to leave no one behind, particularly low-income countries. Yet COVID-19 seems to have brought up new rules and approaches. Through document and critical discourse analysis, it emerges that there has been a surge in COVID-19 vaccines and treatments nationalism. Global solidarity is threatened, with the USA, United Kingdom, European Union and Japan having secured 1.3 billion doses of potential vaccines as of August 2020. Vaccines ra",04/03/2021,10.1080/17441692.2020.1860249,Godwell Nhamo,"Exxaro Chair in Business and Climate Change, Institute for Corporate Citizenship, Unisa, South Africa",pubmed,0,0
893,33316990,Navigating the Quagmire: Comparison and Interpretation of COVID-19 Vaccine Phase 1/2 Clinical Trials.,"Vaccines against Coronavirus Disease 2019 Originated-19) have been developed with unprecedented rapidity, many utilizing novel strategies. As of November 2020, a series of publications have outlined the results of phase 1/2 studies of nine different vaccines planned to move forward to phase 3 trials. The results are encouraging, demonstrating a paucity of severe or serious adverse events and robust induction of antibody titers. Determination of the vaccine candidates with the highest protective ",29/12/2020,10.3390/vaccines8040746,Luca Tudor Giurgea,"Laboratory of Infectious Diseases, LID Clinical Studies Unit, Division of Intramural Research, National Institute of Allergy and Infectious Diseases, National Institutes of Health, Bethesda, MD 20892, USA",pubmed,0,0
894,33316227,Thermovaccination - thermoheliox as a stimulator of the immune response. Kinetics of the synthesis of antibodies and C-reactive protein in coronavirus infection.,"Clinical trials of thermoheliox application (inhalation with a high-temperature mixture of oxygen and helium, 90....C) in the treatment of the acute phase of coronavirus infection were conducted. Dynamics of disease development in infected patients (PCR test for the virus) and, dynamics of changes in blood concentration of C-reactive protein, immunoglobulin M, specific immunoglobulin G were studied. High efficiency of thermoheliox in releasing the organism from the virus and stimulating the immu",21/01/2021,10.1016/j.cbi.2020.109339,Sergey D Varfolomeev,"Institute of Physicochemical Foundations of the Functioning of Neural Network and Artificial Intelligence, Moscow State University, Leninskie Gory, 1-11B, Moscow, 119991, Russia",pubmed,0,0
895,33315080,The Ethics of Continuing Placebo in SARS-CoV-2 Vaccine Trials.,NA,27/01/2021,10.1001/jama.2020.25053,Annette Rid,"Department of Bioethics, The Clinical Center, National Institutes of Health, Bethesda, Maryland",pubmed,0,0
896,33315069,Evaluating SARS-CoV-2 Vaccines After Emergency Use Authorization or Licensing of Initial Candidate Vaccines.,NA,27/01/2021,10.1001/jama.2020.25127,Steven Joffe,"Department of Medical Ethics and Health Policy, University of Pennsylvania Perelman School of Medicine, Philadelphia",pubmed,0,0
897,33312453,Transcriptomic signatures and repurposing drugs for COVID-19 patients: findings of bioinformatics analyses.,"The novel coronavirus SARS-CoV-2 is damaging the world's social and economic fabrics seriously. Effective drugs are urgently needed to decrease the high mortality rate of COVID-19 patients. Unfortunately, effective antiviral drugs or vaccines are currently unavailable. Herein, we systematically evaluated the effect of SARS-CoV-2 on gene expression of both lung tissue and blood from COVID-19 patients using transcriptome profiling. Differential gene expression analysis revealed potential core mech",10/01/2021,10.1016/j.csbj.2020.11.056,Guobing Li,"Center of Basic Medical Research, Institute of Medical Innovation and Research, Peking University Third Hospital, Beijing 100191, China",pubmed,0,0
898,33311629,US authorization of first COVID vaccine marks new phase in safety monitoring.,NA,18/12/2020,10.1038/d41586-020-03542-4,Heidi Ledford,NA,pubmed,0,0
899,33311602,US authorization of first COVID vaccine marks new phase in safety monitoring.,NA,28/03/2021,10.1038/d41586-020-03542-4,Heidi Ledford,NA,pubmed,0,0
900,33308661,Hydroxychloroquine and COVID-19 - A narrative review.,COVID 19 infection is unarguably the worst pandemic of this century. Till date there is no promising drug and vaccine available to treat this deadly viral infection. In the early phase chloroquine phosphate and hydroxychloroquine sulphate have been used to fight this illness on the basis of handful observational and small randomized and small-randomized studies. The paucity of clinical evidences of an unequivocal beneficial effect of chloroquine and hydroxychloroquine on COVID-19 has resulted in,24/12/2020,10.1016/j.ijtb.2020.06.004,Jyoti Bajpai,"Department of Respiratory Medicine, King George's Medical University, Lucknow, 226003, India",pubmed,0,0
901,33308153,In silico trial to test COVID-19 candidate vaccines: a case study with UISS platform.,"SARS-CoV-2 is a severe respiratory infection that infects humans. Its outburst entitled it as a pandemic emergence. To get a grip on this outbreak, specific preventive and therapeutic interventions are urgently needed. It must be said that, until now, there are no existing vaccines for coronaviruses. To promptly and rapidly respond to pandemic events, the application of in silico trials can be used for designing and testing medicines against SARS-CoV-2 and speed-up the vaccine discovery pipeline",18/12/2020,10.1186/s12859-020-03872-0,Giulia Russo,"Department of Drug Sciences, University of Catania, 95125, Catania, Italy",pubmed,0,0
903,33306985,D614G Spike Mutation Increases SARS CoV-2 Susceptibility to Neutralization.,"The severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) spike protein acquired a D614G mutation early in the pandemic that confers greater infectivity and is now the globally dominant form. To determine whether D614G might also mediate neutralization escape that could compromise vaccine efficacy, sera from spike-immunized mice, nonhuman primates, and humans were evaluated for neutralization of pseudoviruses bearing either D614 or G614 spike. In all cases, the G614 pseudovirus was modera",20/01/2021,10.1016/j.chom.2020.11.012,Drew Weissman,"Division of Infectious Diseases, University of Pennsylvania Perelman School of Medicine, Philadelphia, PA, USA. Electronic address: dreww@pennmedicine.upenn",pubmed,0,0
904,33306980,The granting of emergency use designation to COVID-19 candidate vaccines: implications for COVID-19 vaccine trials.,"An efficacious COVID-19 vaccine is currently the world's leading research priority. Several nations have indicated that if there is a compelling case for use of a vaccine before it is licensed, they would be prepared to authorise its emergency use or conditional approval on public health grounds. As of Dec 1, 2020, several developers of leading COVID-19 candidate vaccines have indicated that they have applied, or intend to apply, for emergency authorisation for their vaccines. Should candidate v",28/03/2021,10.1016/S1473-3099(20)30923-3,Jerome Amir Singh,"Howard College School of Law, University of Kwazulu-Natal, Durban, South Africa",pubmed,0,0
905,33305994,Rethinking Clinical Trials and Personalized Medicine with Placebogenomics and Placebo Dose.,"Pharmacogenomics, nutrigenomics, vaccinomics, and the nascent field of plant omics are examples of variability science. They are embedded within an overarching framework of personalized medicine. Across these public health specialties, the significance and biology of the placebo response have been historically neglected. A placebo is any substance such as a sugar pill administered in the guise of medication, but one that does not have pharmacological activity. Placebos do have clinical effects, ",12/01/2021,10.1089/omi.2020.0208,Vural ..zdemir,"OMICS: A Journal of Integrative Biology, New Rochelle, New York, USA",pubmed,0,0
906,33305156,How to Survive COVID-19 Even If the Vaccine Fails.,"Coronavirus disease 2019 (COVID-19) has created an emergency of epic proportions. While a vaccine may be forthcoming, this is not guaranteed, as discussed herein. The potential problems and ominous signs include (1) lung injury that developed in animals given an experimental vaccine for the severe acute respiratory syndrome coronavirus (SARS-CoV)-1; (2) a perversion of adaptive immune responses called antibody-dependent enhancement of infection that occurs in SARS-CoV-1 and that may occur in peo",12/12/2020,10.1002/hep4.1588,Andrea D Branch,Division of Liver Diseases Department of Medicine Icahn School of Medicine at Mount Sinai New York NY,pubmed,0,0
907,33304884,Repurposing Known Drugs as Covalent and Non-covalent Inhibitors of the SARS-CoV-2 Papain-Like Protease.,"In the absence of an approved vaccine, developing effective severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) antivirals is essential to tackle the current pandemic health crisis due to the coronavirus disease 2019 (COVID-19) spread. As any traditional drug discovery program is a time-consuming and costly process requiring more than one decade to be completed, in silico repurposing of existing drugs is the preferred way for rapidly selecting promising clinical candidates. We pr",12/12/2020,10.3389/fchem.2020.594009,Pietro Delre,"Department of Chemistry, University of Bari &quot",pubmed,0,0
908,33303601,China's vaccine gambit.,NA,02/02/2021,10.1126/science.370.6522.1263,Jon Cohen,NA,pubmed,0,0
909,33302034,COVID-19 and Hyperimmune sera: A feasible plan B to fight against coronavirus.,"Since the very beginning of the COVID-19 pandemic, different treatment strategies have been explored. These mainly involve the development of antimicrobial, antiviral, and/or anti-inflammatory agents as well as vaccine production. However, other potential options should be more avidly investigated since vaccine production on a worldwide level, and the anti-vaccination movement, also known as anti-vax or vaccine hesitancy by many communities, are still real obstacles without a ready solution. Thi",22/01/2021,10.1016/j.intimp.2020.107220,Camila B P da Costa,"Instituto Vital Brazil, Niter..i, RJ 24230-410, Brazil",pubmed,0,0
910,33301434,"Summary of Guidance for Public Health Strategies to Address High Levels of Community Transmission of SARS-CoV-2 and Related Deaths, December 2020.","In the 10 months since the first confirmed case of coronavirus disease 2019 (COVID-19) was reported in the United States on January 20, 2020 (1), approximately 13.8 million cases and 272,525 deaths have been reported in the United States. On October 30, the number of new cases reported in the United States in a single day exceeded 100,000 for the first time, and by December 2 had reached a daily high of 196,227.* With colder weather, more time spent indoors, the ongoing U.S. holiday season, and ",11/12/2020,10.15585/mmwr.mm6949e2,Margaret A Honein,CDC COVID-19 Emergency Response,pubmed,0,0
911,33301429,"The Advisory Committee on Immunization Practices' Interim Recommendation for Allocating Initial Supplies of COVID-19 Vaccine - United States, 2020.","The emergence of SARS-CoV-2, the virus that causes coronavirus disease 2019 (COVID-19), has led to a global pandemic that has disrupted all sectors of society. Less than 1 year after the SARS-CoV-2 genome was first sequenced, an application* for Emergency Use Authorization for a candidate vaccine has been filed with the Food and Drug Administration (FDA). However, even if one or more vaccine candidates receive authorization for emergency use, demand for COVID-19 vaccine is expected to exceed sup",11/12/2020,10.15585/mmwr.mm6949e1,Kathleen Dooling,NA,pubmed,0,0
913,33300456,Emerging role of artificial intelligence in therapeutics for COVID-19: a systematic review.,"To elucidate the role of artificial intelligence (AI) in therapeutics for coronavirus disease 2019 (COVID-19). Five databases were searched (December 2019-May 2020). We included both published and pre-print original articles in English that applied AI, machine learning or deep learning in drug repurposing, novel drug discovery, vaccine and antibody development for COVID-19. Out of 31 studies included, 16 studies applied AI for drug repurposing, whereas 10 studies utilized AI for novel drug disco",19/12/2020,10.1080/07391102.2020.1855250,Karanvir Kaushal,"Department of Biochemistry, All India Institute of Medical Sciences, Rishikesh, India",pubmed,0,0
914,33298501,Paediatric inflammatory multisystem syndrome temporally associated with COVID-19: a new virus and a new case presentation.,"An 11-year-old boy presented with features resembling those described in health alerts on Paediatric Inflammatory Multisystem Syndrome Temporally associated with SARS-CoV-2 (PIMS-TS), including persistent fever, haemodynamic instability and abdominal pain. Laboratory tests, including raised inflammatory markers, D-dimer, troponin and a coagulopathy, were consistent with PIMS-TS. Our patient required transfer to the paediatric intensive care unit; an echocardiography revealed left ventricular dys",16/12/2020,10.1136/bcr-2020-238531,Phoebe Makiello,"Department of Paediatrics, Dumfries and Galloway Royal Infirmary, Dumfries, UK phoebemakiello@icloud",pubmed,0,0
915,33298149,"A randomized, open-label, adaptive, proof-of-concept clinical trial of modulation of host thromboinflammatory response in patients with COVID-19: the DAWn-Antico study.","The peak of the global COVID-19 pandemic has not yet been reached, and many countries face the prospect of a second wave of infections before effective vaccinations will be available. After an initial phase of viral replication, some patients develop a second illness phase in which the host thrombotic and inflammatory responses seem to drive complications. Severe COVID-19 disease is linked to high mortality, hyperinflammation, and a remarkably high incidence of thrombotic events. We hypothesize ",21/12/2020,10.1186/s13063-020-04878-y,T Vanassche,"Center for Molecular and Vascular Biology, KU Leuven Department of Cardiovascular Sciences, KU Leuven, Leuven, Belgium. thomas.vanassche@uzleuven",pubmed,0,0
916,33296420,"Predictors of misconceptions, knowledge, attitudes, and practices of COVID-19 pandemic among a sample of Saudi population.","This study intends to explore the predictors of misconceptions, knowledge, attitudes, and practices concerning the COVID-19 pandemic among a sample of the Saudi population and we also assessed their approaches toward its overall impact. This online cross-sectional survey was conducted at the Faculty of Medicine, Rabigh, King Abdulaziz University (KAU) in Jeddah, Saudi Arabia (SA). Participants were approached via social media (SM), and 2006 participants (953 [47.5%] females and 1053 [52.5%] male",21/12/2020,10.1371/journal.pone.0243526,Mukhtiar Baig,"Department of Clinical Biochemistry, Faculty of Medicine, Rabigh, King Abdulaziz University, Jeddah, Saudi Arabia",pubmed,0,0
917,33296403,Knowledge of prevention of COVID-19 among the general people in Bangladesh: A cross-sectional study in Rajshahi district.,"Until now, no vaccine or effective drug is available for the control, prevention, and treatment of COVID-19. Preventive measures are the only ways to be protected from the disease and knowledge of the people about the preventive measures is a vital matter. The aim of the study was to assess the knowledge of the general people in Rajshahi district, Bangladesh regarding the COVID-19 preventive measures. This cross sectional study was conducted from March 10 to April 25, 2020. Data were collected w",21/12/2020,10.1371/journal.pone.0243410,Md Masud Rana,"Department of Statistics, University of Rajshahi, Rajshahi, Bangladesh",pubmed,0,0
919,33294881,The Potential for Repurposing Anti-TNF as a Therapy for the Treatment of COVID-19.,"Coronavirus disease 2019 (COVID-19) currently has few effective treatments. Given the uncertainty surrounding the effectiveness and uptake of a vaccine, it is important that the search for treatments continue. An exaggerated inflammatory state is likely responsible for much of the morbidity and mortality in COVID-19. Elevated levels of tumor necrosis factor (TNF), a key pro-inflammatory cytokine, have been shown to be associated with increased COVID-19 mortality. In patients with rheumatoid arth",10/01/2021,10.1016/j.medj.2020.11.005,Philip C Robinson,"University of Queensland Faculty of Medicine, Herston, Queensland, Australia",pubmed,0,0
920,33294745,"Widespread testing, case isolation and contact tracing may allow safe school reopening with continued moderate physical distancing: A modeling analysis of King County, WA data.","In late March 2020, a &quot;Stay Home, Stay Healthy&quot; order was issued in Washington State in response to the COVID-19 pandemic. On May 1, a 4-phase reopening plan began. We investigated whether adjunctive prevention strategies would allow less restrictive physical distancing to avoid second epidemic waves and secure safe school reopening. We developed a mathematical model, stratifying the population by age, infection status and treatment status to project SARS-CoV-2 transmission during and ",10/12/2020,10.1016/j.idm.2020.11.003,Chloe Bracis,"Universit.. Grenoble Alpes, TIMC-IMAG/BCM, 38000, Grenoble, France",pubmed,0,0
921,33293238,SARS-CoV-2: Targeted managements and vaccine development.,Infection with the severe acute respiratory syndrome coronavirus-2 (SARS-CoV-2) results in diverse outcomes. The symptoms appear to be more severe in males older than 65 and people with underlying health conditions; approximately one in five individuals could be at risk worldwide. The virus's sequence was rapidly established days after the first cases were reported and identified an RNA virus from the Coronaviridae family closely related to a Betacoronavirus virus found in bats in China. SARS-Co,11/12/2020,10.1016/j.cytogfr.2020.11.001,Moiz Bakhiet,"Department of Molecular Medicine, College of Medicine and Medical Sciences, Arabian Gulf University, Bahrain. Electronic address: moiz@agu.edu",pubmed,0,0
922,33292930,Ensuring Safety of Operation Warp Speed Vaccines for COVID-19.,NA,28/12/2020,10.1016/j.jnma.2020.10.003,Leon McDougle,"Chief Diversity Officer, Professor of Family Medicine with Tenure, The Ohio State University Wexner Medical Center, Associate Dean for Diversity and Inclusion, The Ohio State University College of Medicine, USA",pubmed,0,0
923,33290571,COVID-19 Vaccines: A Primer for Clinicians.,"Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), the identified cause of coronavirus disease 2019 (COVID-19), continues unabated. This fact, coupled with recurrence of COVID-19 in areas where it had been controlled, highlights the critical need for a safe and effective vaccine to prevent and mitigate this novel virus. The spike protein of SARS-CoV-2 is important in its lifecycle as well as in the development of immunity after human infection. This has prompted the selection of this ",21/12/2020,10.3928/19382359-20201116-01,Jos.. R Romero,NA,pubmed,0,0
924,33290568,Vaccine Development: From Laboratory to Policy.,"Vaccines are one of the greatest public health achievements, protecting children and adults against numerous infectious diseases; however, the complex, rigorous process of vaccine development is unknown to many. A candidate vaccine undergoes extensive evaluation of safety and efficacy to meet licensure requirements before recommendations for use become policy. This time-consuming process involves an intricate collaboration among academia, public and private organizations, and federal agencies to",21/12/2020,10.3928/19382359-20201116-02,Hee Su Park,NA,pubmed,0,0
