,ID,title,abstract,date,doi,author_corresponding,author_corresponding_institution,source,eligible,new
435,32934758,Tuberculosis and COVID-19: Lessons from the Past Viral Outbreaks and Possible Future Outcomes.,"The threat of contagious infectious diseases is constantly evolving as demographic explosion, travel globalization, and changes in human lifestyle increase the risk of spreading pathogens, leading to accelerated changes in disease landscape. Of particular interest is the aftermath of superimposing viral epidemics (especially SARS-CoV-2) over long-standing diseases, such as tuberculosis (TB), which remains a significant disease for public health worldwide and especially in emerging economies. The",24/09/2020,10.1155/2020/1401053,Radu Crisan-Dabija,University of Medicine and Pharmacy &quot,pubmed,0,0
436,32934375,Researchers highlight 'questionable' data in Russian coronavirus vaccine trial results.,NA,28/09/2020,10.1038/d41586-020-02619-4,Alison Abbott,NA,pubmed,0,0
437,32933536,Pathophysiology and treatment strategies for COVID-19.,"The outbreak of Coronavirus disease of 2019 (COVID-19) caused by the Severe Acute Respiratory Syndrome coronavirus 2 (SARS-CoV-2), has posed a serious health threat. The increasing number of COVID-19 cases around the world is overwhelming hospitals and pushing the global death toll to over 746,000, which has pushed the sprint to find new treatment options. In this article, we reviewed the SARS-CoV-2 pathophysiology, transmission, and potential treatment strategies.",02/10/2020,10.1186/s12967-020-02520-8,Manoj Kumar,"Research Department, Sidra Medicine, Doha, Qatar",pubmed,0,0
438,32929259,Scientists relieved as coronavirus vaccine trial restarts - but question lack of transparency.,NA,23/09/2020,10.1038/d41586-020-02633-6,David Cyranoski,NA,pubmed,0,0
439,32926920,New insights on possible vaccine development against SARS-CoV-2.,"In December 2019, a novel virus, namely COVID-19 caused by SARS-CoV-2, developed from Wuhan, (Hubei territory of China) used its viral spike glycoprotein receptor-binding domain (RBD) for the entrance into a host cell by binding with ACE-2 receptor and cause acute respiratory distress syndrome (ARDS). Data revealed that the newly emerged SARS-CoV-2 affected more than 24,854,140 people with 838,924 deaths worldwide. Until now, no licensed immunization or drugs are present for the medication of SA",09/11/2020,10.1016/j.lfs.2020.118421,Sundas Nasir Chaudhry,"Department of Biochemistry, Faculty of Sciences, University of Agriculture, Faisalabad 38000, Pakistan",pubmed,0,0
440,32926660,Review of Current Vaccine Development Strategies to Prevent Coronavirus Disease 2019 (COVID-19).,"The severe acute respiratory syndrome coronavirus-2 (SARS-CoV-2) outbreak that started in Wuhan, China, in 2019 resulted in a pandemic not seen for a century, and there is an urgent need to develop safe and efficacious vaccines. The scientific community has made tremendous efforts to understand the disease, and unparalleled efforts are ongoing to develop vaccines and treatments. Toxicologists and pathologists are involved in these efforts to test the efficacy and safety of vaccine candidates. Pr",09/12/2020,10.1177/0192623320959090,Bindu M Bennet,"1444Voyager Therapeutics, Cambridge, MA, USA",pubmed,0,0
441,32926453,Methotrexate inhibits SARS-CoV-2 virus replication &quot;in vitro&quot;.,"In early 2020 the new respiratory syndrome COVID-19 (caused by the zoonotic SARS-CoV-2 virus) spread like a pandemic, starting from Wuhan, China, causing severe economic depression. Despite some advances in drug treatments of medical complications in the later stages of the disease, the pandemic's death toll is tragic, as..no vaccine or specific antiviral treatment is currently available. By using a systems approach, we identify the host-encoded pathway, which provides ribonucleotides to viral R",09/10/2020,10.1002/jmv.26512,Arnaldo Caruso,"Department of Molecular and Translational Medicine, Section of Microbiology and Virology, University of Brescia Medical School, Brescia, Italy",pubmed,0,0
442,32920170,May omega-3 fatty acid dietary supplementation help reduce severe complications in Covid-19 patients?,"In around 10% of SARS-CoV-2 infected patients, coronavirus disease-2019 (Covid-19) symptoms are complicated with a severe lung damage called Acute Respiratory Distress Syndrome (ARDS), which is often lethal. ARDS is mainly associated with an uncontrolled overproduction of immune cells and cytokines, called &quot;cytokine storm syndrome&quot;; it appears 7-15 days following the onset of symptoms, leading to systemic inflammation and multiple organ failure. Because they are well-known metabolic pr",07/12/2020,10.1016/j.biochi.2020.09.003,Pierre Weill,"Bleu-Blanc-C..ur Association - Univ Rennes, France",pubmed,0,0
443,32918548,Multicenter interim guidance on use of antivirals for children with COVID-19/SARS-CoV-2.,"Although Coronavirus Disease 2019 (COVID-19) is a mild infection in most children, a small proportion develop severe or critical illness. Data evaluating agents with potential antiviral activity continue to expand, such that updated guidance is needed regarding use of these agents in children. A panel of pediatric infectious diseases physicians and pharmacists from 20 geographically diverse North American institutions was convened. Through a series of teleconferences and web-based surveys, a set",09/10/2020,10.1093/jpids/piaa115,Kathleen Chiotos,"Division of Critical Care Medicine, Department of Anesthesia and Critical Care Medicine, Children's Hospital of Philadelphia, Philadelphia, PA, United States",pubmed,0,0
444,32918053,China's coronavirus vaccine shows military's growing role in medical research.,NA,28/09/2020,10.1038/d41586-020-02523-x,Dyani Lewis,NA,pubmed,0,0
445,32913364,"A comprehensive, longitudinal analysis of humoral responses specific to four recombinant antigens of SARS-CoV-2 in severe and non-severe COVID-19 patients.","There is an urgent need for effective treatment and preventive vaccine to contain this devastating global pandemic, which requires a comprehensive understanding of humoral responses specific to SARS-CoV-2 during the disease progression and convalescent phase of COVID-19 patients. We continuously monitored the serum IgM and IgG responses specific to four SARS-CoV-2 related antigens, including the nucleoprotein (NP), receptor binding domain (RBD), S1 protein, and ectodomain (ECD) of the spike prot",23/09/2020,10.1371/journal.ppat.1008796,Yuxin Chen,"Department of Laboratory Medicine, Nanjing Drum Tower Hospital, Nanjing University Medical School, Nanjing, Jiangsu, China",pubmed,0,0
446,32912808,Public awareness in Egypt about COVID-19 spread in the early phase of the pandemic.,"This study aimed to evaluate public awareness in Egypt related to the coronavirus. An online structured survey was conducted during March and April 2020 to assess coronavirus knowledge. The questionnaire was divided into 6 parts consisting of 39 questions for a total possible score of 0 to 39; to assess the participants' general knowledge [10 items]; symptoms knowledge [2 items]; transmission knowledge [6 items]; preventive knowledge [4 items]; treatment knowledge [6 items], and public knowledge",11/09/2020,10.1016/j.pec.2020.09.002,Marwa O Elgendy,"Department of Clinical Pharmacy, Teaching Hospital of Faculty of Medicine, Faculty of Medicine, Beni-Suef University, Beni-Suef, Egypt",pubmed,0,0
447,32908297,The underdog coronavirus vaccines that the world will need if front runners stumble.,NA,23/09/2020,10.1038/d41586-020-02583-z,Ewen Callaway,NA,pubmed,0,0
448,32908295,A leading coronavirus vaccine trial is on hold: scientists react.,NA,10/09/2020,10.1038/d41586-020-02594-w,Nicky Phillips,NA,pubmed,0,0
449,32907856,Covid-19: Oxford researchers halt vaccine trial while adverse reaction is investigated.,NA,10/09/2020,10.1136/bmj.m3525,Elisabeth Mahase,The BMJ,pubmed,0,0
450,32907286,[Exploration and application of a novel attempt to recruit participants in clinical trials of vaccines under the emergency].,"Objective: To evaluate and share the novel method for recruiting participants in clinical trials of vaccines in emergency situations. Methods: To publish recruitment notice in local areas of Wuhan through websites and medium, and guide interested persons to log in to the&quot;Clinical Trials of SARS-CoV-2 Vaccine Reservation and Health Declaration System&quot;to appoint and register their health information. The &quot;Health Declaration System&quot; provides each volunteer evaluation and risk le",15/09/2020,10.3760/cma.j.cn112150-20200427-00653,H D C Jiang,"School of Public Health, Southeast University, Nanjing 210009, China",pubmed,0,0
451,32907278,[Conduct vaccines clinical trials and optimize the immunization strategies].,"Development of an effective vaccine requires a long and complicated process. Preclinical studies and phase ..., ..., ... clinical trials mainly focused on the assessment of the vaccine's safety (tolerability), immunogenicity and efficacy before license. After license, it is necessary to further evaluate the actual effectiveness and safety in the general population through phase ... clinical trials and optimize the immunization strategies with the disease's epidemiology data. In this special issu",15/09/2020,10.3760/cma.j.cn112150-20200803-01084,Z D Yin,"National Immunization Program, Chinese Center for Disease Control and Prevention, Beijing 100050, China",pubmed,0,0
452,32905186,A brief outline of respiratory viral disease outbreaks: 1889-till date on the public health perspectives.,"Severe acute respiratory syndrome coronavirus 2..(SARS-CoV-2)..is currently causing the respiratory illness termed as the coronavirus disease 2019 or the COVID-19 pandemic...Indeed, the significant increase in deaths in the current days due to influenza around the world started in 1889 is a continued public health threat because of its intermittent style of pandemic outbreaks. An array of research on the influenza viruses has been conducted especially pointing on (1) the development of the anti-",28/09/2020,10.1007/s13337-020-00628-5,Rashed Noor,"Department of Microbiology, School of Environment and Life Sciences (SELS), Independent University, Bangladesh (IUB), Plot 16, Block B, Aftabuddin Ahmed Road, Bashundhara, Dhaka, 1229 Bangladesh",pubmed,0,0
453,32905011,SARS-CoV-2 vaccine research and development: conventional vaccines and biomimetic nanotechnology strategies.,"The development of a massively producible vaccine against severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), a novel coronavirus, is essential for stopping the current coronavirus disease (COVID-19) pandemic. A vaccine must stimulate effective antibody and T cell responses in vivo to induce long-term protection. Scientific researchers have been developing vaccine candidates for the severe acute respiratory syndrome (SARS) and Middle East respiratory syndrome (MERS) since the ou",28/09/2020,10.1016/j.ajps.2020.08.001,Lanxiang Huang,"Department of Laboratory Medicine, Zhongnan Hospital of Wuhan University, Wuhan 430071, China",pubmed,0,0
454,32903199,Safety and Efficacy of Convalescent Plasma to Treat Severe COVID-19: Protocol for the Saudi Collaborative Multicenter Phase II Study.,"The COVID-19 pandemic is expected to cause significant morbidity and mortality. The development of an effective vaccine will take several months to become available, and its affordability is unpredictable. Transfusion of convalescent plasma (CP) may provide passive immunity. Based on initial data from China, a group of hematologists, infectious disease specialists, and intensivists drafted this protocol in March 2020. The aim of this study is to test the feasibility, safety, and efficacy of CP i",23/10/2020,10.2196/23543,Mohammed Albalawi,"Department of Internal Medicine, College of Medicine, Taibah University, Madinah, Saudi Arabia",pubmed,0,0
455,32902818,A geroscience perspective on immune resilience and infectious diseases: a potential case for metformin.,"We are in the midst of the global pandemic. Though acute respiratory coronavirus (SARS-COV2) that leads to COVID-19 infects people of all ages, severe symptoms and mortality occur disproportionately in older adults. Geroscience interventions that target biological aging could decrease risk across multiple age-related diseases and improve outcomes in response to infectious disease. This offers hope for a new host-directed therapeutic approach that could (i) improve outcomes following exposure or ",07/10/2020,10.1007/s11357-020-00261-6,Jamie N Justice,"Sticht Center for Healthy Aging and Alzheimer's Prevention, Internal Medicine - Gerontology and Geriatric Medicine, Wake Forest School of Medicine, Medical Center Blvd, Winston-Salem, NC, 27157, USA. jnjustic@wakehealth",pubmed,0,0
456,32901559,In search of a vaccine against COVID-19: implications for nursing practice.,"This article discusses the background to the current COVID-19 pandemic. The specific features of the causative pathogen (SARS-CoV-2) are outlined, together with a 'whistlestop' revision of immunological principles. The article goes on to discuss the principles and mechanisms of immunisation and the stages of vaccine development. The current situation in relation to the race to develop a vaccine against COVID-19 is incorporated and the immunological principles being adapted by the top contenders ",10/09/2020,10.12968/bjon.2020.29.16.948,Jacqueline Boulton,"Lecturer in Nursing Education/International Strategy Lead for Student Mobility and Global Health, Florence Nightingale Faculty of Nursing, Midwifery &amp",pubmed,0,0
457,32898468,Convalescent plasma therapy: a promising coronavirus disease 2019 treatment strategy.,"The world is passing through a very difficult phase due to the coronavirus disease 2019 (COVID-19) pandemic, which has disrupted almost all spheres of life. Globally, according to the latest World Health Organization report (10 August 2020), COVID-19 has affected nearly 20 million lives, causing 728 013 deaths. Due to the lack of specific therapeutic drugs and vaccines, the outbreak of disease has spawned a corpus of contagious infection all over the world, day by day, without control. As the se",16/09/2020,10.1098/rsob.200174,Ravikant Piyush,"School of Biotechnology, Madurai Kamaraj University, Madurai, Tamil Nadu 625021, India",pubmed,0,0
458,32897660,&quot;When Will <i>We</i> Have a Vaccine?&quot; - Understanding Questions and Answers about Covid-19 Vaccination.,NA,11/12/2020,10.1056/NEJMp2025331,Barry R Bloom,"From the Harvard T.H. Chan School of Public Health, Boston (B.R.B.), the University of Georgia Grady College of Journalism and Mass Communication, Athens (G.J.N.), and the Emory Vaccine Center, Emory University School of Medicine, Atlanta (W",pubmed,0,0
459,32897039,Returning to Elective Orthopedic Surgery During the COVID-19 Pandemic: A Multidisciplinary and Pragmatic Strategy for Initial Patient Selection.,"The aim of the study was to design an objective, transparent, pragmatic, and flexible workflow to assist with patient selection during the initial phase of return to elective orthopedic surgery during the COVID-19 pandemic with the main purpose of enhancing patient safety. A multidisciplinary working group was formed consisting of representatives for orthopedics, epidemiology, ethics, infectious diseases, cardiovascular diseases, and intensive care medicine. Preparation for upcoming meetings con",01/12/2020,10.1097/PTS.0000000000000755,Georges F Vles,"From the Department of Development and Regeneration, Faculty of Medicine, Institute for Orthopaedic Research and Training (IORT), KU Leuven",pubmed,0,0
461,32896275,COVID-19 vaccine trials in Africa.,NA,16/11/2020,10.1016/S2213-2600(20)30401-X,Munyaradzi Makoni,NA,pubmed,0,0
462,32896274,The Russian vaccine for COVID-19.,NA,16/11/2020,10.1016/S2213-2600(20)30402-1,Talha Khan Burki,NA,pubmed,0,0
463,32894568,Three critical clinicobiological phases of the human SARS-associated coronavirus infections.,"COVID-19 immune syndrome is a multi-systemic disorder induced by the COVID-19 infection. Pathobiological transitions and clinical stages of the COVID-19 syndrome following the attack of SARS-CoV-2 on the human body have not been fully explored. The aim of this review is to outline the three critical prominent phase regarding the clinicogenomics course of the COVID-19 immune syndrome. In the clinical setting, the COVID-19 process presents as &quot;asymptomatic/pre-symptomatic phase&quot;, &quot;r",16/09/2020,10.26355/eurrev_202008_22660,C Turk,"Department of Medical Microbiology, Lokman Hekim University, Ankara, Turkey. umitmalkan@hotmail",pubmed,0,0
464,32893036,Pregnant women's perceptions of risks and benefits when considering participation in vaccine trials.,"Despite historical exclusion, there has been recent recognition of the need to address the health of pregnant women in research on vaccines against emerging pathogens. However, pregnant women's views and decision-making processes about vaccine research participation during infectious disease outbreaks remain underexplored. This study aims to examine women's decision-making processes around vaccine research participation during infectious disease outbreaks. We conducted qualitative semi-structure",19/10/2020,10.1016/j.vaccine.2020.08.059,Elana Jaffe,"Center for Bioethics and Department of Social Medicine, University of North Carolina at Chapel Hill, Chapel Hill, NC, United States",pubmed,0,0
465,32888871,From SARS to COVID-19: What lessons have we learned?,"After the outbreak of severe acute respiratory syndrome (SARS) in November 2002, coronaviruses (CoVs) received worldwide attention. On December 1, 2019, the first case of coronavirus disease 2019 (COVID-19), caused by a novel coronavirus (SARS-CoV-2), was reported in Wuhan, China, and CoVs returned to public view. On January 30, 2020, the World Health Organization (WHO) declared that the COVID-19 epidemic is a public health emergency of international concern (PHEIC), and on March 11, 2020, the W",16/11/2020,10.1016/j.jiph.2020.08.001,Qin Liu,"Department of Oral Medicine, Nanjing Stomatological Hospital, Medical School of Nanjing University, Nanjing, China",pubmed,0,0
466,32887954,Immunological considerations for COVID-19 vaccine strategies.,"The coronavirus disease 2019 (COVID-19) pandemic caused by severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) is the most formidable challenge to humanity in a century. It is widely believed that prepandemic normalcy will never return until a safe and effective vaccine strategy becomes available and a global vaccination programme is implemented successfully. Here, we discuss the immunological principles that need to be taken into consideration in the development of COVID-19 vaccine str",06/10/2020,10.1038/s41577-020-00434-6,Mangalakumari Jeyanathan,"McMaster Immunology Research Centre, McMaster University, Hamilton, ON, Canada",pubmed,0,0
467,32886952,Convalescent plasma treatment for COVID-19: Tempering expectations with the influenza experience.,"The COVID-19 pandemic caused by the zoonotic coronavirus, SARS-CoV-2 has swept the world in 5 months. A proportion of cases develop severe respiratory tract infections progressing to acute respiratory distress syndrome and a diverse set of complications involving different organ systems. Faced with a lack of coronavirus-specific antiviral drugs and vaccines, hundreds of clinical trials have been undertaken to evaluate repurposed drugs. Convalescent plasma from recovered patients is an attractive",13/10/2020,10.1002/eji.202048723,Kanta Subbarao,"WHO Collaborating Centre for Reference and Research on Influenza, University of Melbourne at The Peter Doherty Institute for Infection and Immunity, Melbourne, VIC 3000, Australia",pubmed,0,0
468,32884108,COVID-19 must catalyse changes to clinical development.,NA,22/10/2020,10.1038/d41573-020-00149-2,Rod MacKenzie,NA,pubmed,0,0
469,32881641,Convalescent plasma therapy for coronavirus infection: experience from MERS and application in COVID-19.,"The emergence of the COVID-19 pandemic has resulted in a very large number of infections and high number of mortality. There is no specific therapeutic options that are approved for clinical use. Administration of convalescent plasma as a possible therapy was used in the case of viral pneumonia including SARS and influenza. There have been multiple studies of COVID-19 patients utilizing convalescent plasma. These studies employed different dosage levels and different regiments, were observationa",03/09/2020,10.1080/21645515.2020.1793712,Jaffar A Al-Tawfiq,"Infectious Disease Unit, Specialty Internal Medicine, Johns Hopkins Aramco Healthcare , Dhahran, Saudi Arabia",pubmed,0,0
470,32878912,Expansion of SARS-CoV-2-Specific Antibody-Secreting Cells and Generation of Neutralizing Antibodies in Hospitalized COVID-19 Patients.,"Coronavirus disease 2019 (COVID-19), caused by severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), emerged in late 2019 and has since become a global pandemic. Pathogen-specific Abs are typically a major predictor of protective immunity, yet human B cell and Ab responses during COVID-19 are not fully understood. In this study, we analyzed Ab-secreting cell and Ab responses in 20 hospitalized COVID-19 patients. The patients exhibited typical symptoms of COVID-19 and presented with reduc",27/10/2020,10.4049/jimmunol.2000717,Renata Varnait..,"Center for Infectious Medicine, Department of Medicine Huddinge, Karolinska Institutet, 141 52 Stockholm, Sweden",pubmed,0,0
473,32876223,NA,"Disease caused by the new coronavirus (COVID-19) is characterized by fever, cough, and affection of the lower respiratory tract. It is associated with age, comorbidities and a weakened immune system. Typically, lymphopenias have been evidenced in severe cases and an excessive production of inflammatory cytokines (cytokine storm), which would explain the role of the hyperinflammatory response in the pathogenesis of COVID-19. Secondary inflammatory responses from virus reinfections may induce anti",07/09/2020,10.17843/rpmesp.2020.372.5490,Iv..n Lozada-Requena,"Facultad de Ciencias y Filosof..a, Universidad Peruana Cayetano Heredia, Lima, Per",pubmed,0,0
474,32875286,"What are the roles of antibodies versus a durable, high quality T-cell response in protective immunity against SARS-CoV-2?","The first SARS-CoV-2 vaccine(s) will likely be licensed based on neutralizing antibodies in Phase 2 trials, but there are significant concerns about using antibody response in coronavirus infections as a sole metric of protective immunity. Antibody response is often a poor marker of prior coronavirus infection, particularly in mild infections, and is shorter-lived than virus-reactive T-cells; strong antibody response correlates with more severe clinical disease while T-cell response is correlate",11/12/2020,10.1016/j.jvacx.2020.100076,Marc Hellerstein,"University of California at Berkeley, United States",pubmed,0,0
475,32874970,Medical research during the COVID-19 pandemic.,"The current pandemic of coronavirus disease 2019 (COVID-19) which was first detected in Wuhan, China in December 2019 is caused by the novel coronavirus named severe acute respiratory syndrome coronavirus-2 (SARS-CoV-2). The virus has quickly spread to a large number of countries leading to a great number of deaths. Unfortunately, till today there is no specific treatment or vaccination for SARS-CoV-2. Most of the suggested treatment medications are based on in vitro laboratory investigat",28/09/2020,10.12998/wjcc.v8.i15.3156,Khalid AlNaamani,"Division of Gastroenterology, Department of Internal Medicine, Armed Forces Hospital, Muscat 999046, Oman",pubmed,0,0
476,32867979,Alteration of immunological parameters in infectious bronchitis vaccinated-specific pathogen-free broilers after the use of different infectious bursal disease vaccines.,"The vaccines currently available to control infectious bursal disease (IBD) include live-attenuated and inactivated vaccines, immune-complex vaccines, and vaccines consisting of viral constructs of herpesvirus of turkeys genetically engineered to express VP2 surface protein. To evaluate the impact of vaccines on the chicken immune system, 2 animal trials were performed in specific pathogen-free broiler chickens. In trial 1, birds were either vaccinated when they are one-day old with a dual recom",10/09/2020,10.1016/j.psj.2020.05.054,Caterina Lupini,"Department of Veterinary Medical Sciences, University of Bologna, 40064 Ozzano dell'Emilia, BO, Italy",pubmed,0,0
477,32864509,"Update to Drugs, Devices, and the FDA: How Recent Legislative Changes Have Impacted Approval of New Therapies.","Two major legislative actions since 2015, the 21st Century Cures Act of 2016 and the U.S. Food and Drug Administration (FDA) Reauthorization Act of 2017, contain significant provisions that potentially streamline drug development times, and by extension, may reduce costs. Evidence suggests, however, that development times have already been significantly affected by previous legislation and FDA programs, through accelerated approval pathways and adoption of more flexible definitions of clinical e",18/11/2020,10.1016/j.jacbts.2020.06.010,Gail A Van Norman,"Department of Anesthesiology and Pain Medicine, University of Washington, Seattle, Washington",pubmed,0,0
478,32862824,COVID-19: Small-Molecule Clinical Trials Landscape.,NA,10/09/2020,10.2174/156802662018200703154334,Leonardo L G Ferreira,"Laboratory of Medicinal and Computational Chemistry, Center for Research and Innovation in Biodiversity and Drug Discovery, Physics Institute of Sao Carlos, University of Sao Paulo, Av. Joao Dagnone 1100, Sao Carlos - SP, 13563-120, Brazil",pubmed,0,0
479,32862110,Overview of the current promising approaches for the development of an effective severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) vaccine.,"Coronavirus disease 2019 (COVID-19) is a pandemic infectious disease caused by the novel coronavirus called SARS-CoV-2. There is a gap in our understanding regarding the immunopathogenesis of COVID-19. However, many clinical trials are underway across the world for screening effective drugs against COVID-19. Nevertheless, currently, no proven effective therapies for this virus exists. The vaccines are deemed as a significant part of disease prevention for emerging viral diseases, since, in sever",23/11/2020,10.1016/j.intimp.2020.106928,Rasoul Mirzaei,"Department of Microbiology, School of Medicine, Hamadan University of Medical Sciences, Hamadan, Iran",pubmed,0,0
480,32861315,COVID-19 vaccine trials should seek worthwhile efficacy.,NA,21/09/2020,10.1016/S0140-6736(20)31821-3,Philip Krause,"Center for Biologics Evaluation and Research, US Food and Drug Administration, Washington, DC, USA",pubmed,0,0
481,32857836,Viewpoint of a WHO Advisory Group Tasked to Consider Establishing a Closely-Monitored Challenge Model of COVID-19 in Healthy Volunteers.,"WHO convened an Advisory Group (AG) to consider the feasibility, potential value and limitations of establishing a closely-monitored challenge model of experimental SARS-CoV-2 infection and COVID-19 in healthy adult volunteers. The AG included experts in design, establishment and performance of challenges. This report summarizes issues that render a COVID-19 model daunting to establish (SARS-CoV-2's potential to cause severe/fatal illness, its high transmissibility, and lack of a &quot;rescue tr",22/09/2020,10.1093/cid/ciaa1290,Myron M Levine,"Center for Vaccine Development and Global Health, University of Maryland School of Medicine, Baltimore, MD, USA",pubmed,0,0
482,32854391,Current Clinical Trials Protocols and the Global Effort for Immunization against SARS-CoV-2.,"Coronavirus disease 2019 (COVID-19) is the biggest health challenge of the 21st century, affecting millions of people globally. The outbreak of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) has ignited an unprecedented effort from the scientific community in the development of new vaccines on different platforms due to the absence of a broad and effective treatment for COVID-19 or prevention strategy for SARS-CoV-2 dissemination. Based on 50 current studies selected from the main ",27/10/2020,10.3390/vaccines8030474,Gabriel N A Rego,"Hospital Israelita Albert Einstein, S..o Paulo 05652-900, Brazil",pubmed,0,0
483,32851596,COVID-19 vaccines: ethical framework concerning human challenge studies.,"The pandemic associated with the new SARS-CoV-2 coronavirus continues to spread worldwide. The most favorable epidemic control scenario, which provides long-term protection against COVID-19 outbreak, is the development and distribution of an effective and safe vaccine. The need to develop a new COVID-19 vaccine is pressing; however, it is likely to take a long time, possibly several years. This is due to the time required to demonstrate the safety and efficacy of the proposed vaccine. and the ti",07/12/2020,10.1007/s40199-020-00371-8,Daniela Calina,"Department of Clinical Pharmacy, University of Medicine and Pharmacy of Craiova, 200349, Craiova, Romania. calinadaniela@gmail",pubmed,0,0
484,32850977,"Molecular Pathogenesis, Immunopathogenesis and Novel Therapeutic Strategy Against COVID-19.","The coronavirus disease 2019 (COVID-19), is a highly contagious transmittable disease caused by a recently discovered coronavirus, pathogenic SARS-CoV-2. Followed by the emergence of highly pathogenic coronaviruses in 2003 SARS-CoV, in 2012 MERS-CoV, now in 2019 pathogenic SARS-CoV-2, is associated with a global &quot;pandemic&quot; situation. In humans, the effects of these viruses are correlated with viral pneumonia, severe respiratory tract infections. It is believed that interaction between ",28/09/2020,10.3389/fmolb.2020.00196,Swapan K Chatterjee,"Molecular Pharma Pvt., Ltd., Kolkata, India",pubmed,0,0
485,32850922,Treatment Options for COVID-19: A Review.,"Background: The recent COVID-19 pandemic sweeping the globe has caused great concern worldwide. Due to the limited evidence available on the dynamics of the virus and effective treatment options available, severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) has had a huge impact in terms of morbidity and mortality. The economic impact is still to be assessed. Aims: The purpose of this article is to review the evidence for the multiple treatment options available, to consid",28/09/2020,10.3389/fmed.2020.00480,Mukarram Jamat Ali,"Department of Medicine, King Edward Medical University, Lahore, Pakistan",pubmed,0,0
486,32850116,Development of vaccines for SARS-CoV-2.,"COVID-19 emerged in late 2019 and has rapidly spread through many countries globally. The causative SARS-CoV-2 virus was not known until recently, and there is little or no natural immunity in human populations. There is an urgent need for vaccines and drugs to combat this new pandemic. In just a few months, huge efforts and resources by government, academia, and industry have been thrown into the race to develop a vaccine. This brief review summarizes and discusses the array of technologies bei",01/09/2020,10.12688/f1000research.25998.1,Wern Hann Ng,"Emerging Viruses, Inflammation and Therapeutics Group, Menzies Health Institute Queensland, Griffith University (Gold Coast Campus), Queensland, Australia",pubmed,0,0
487,32849449,CoronaVR: A Computational Resource and Analysis of Epitopes and Therapeutics for Severe Acute Respiratory Syndrome Coronavirus-2.,"In December 2019, the Chinese city of Wuhan was the center of origin of a pneumonia-like disease outbreak with an unknown causative pathogen. The CDC, China, managed to track the source of infection to a novel coronavirus (2019-nCoV; SARS-CoV-2) that shares approximately 79.6% of its genome with SARS-CoV. The World Health Organization (WHO) initially declared COVID-19 as a Public Health Emergency of International Concern (PHEIC) and later characterized it as a global pandemic on March 11, 2020. ",28/09/2020,10.3389/fmicb.2020.01858,Amit Kumar Gupta,"Virology Unit and Bioinformatics Centre, Institute of Microbial Technology, Council of Scientific and Industrial Research (CSIR), Sector 39-A, Chandigarh, India",pubmed,0,0
488,32846196,Prospect of SARS-CoV-2 spike protein: Potential role in vaccine and therapeutic development.,"The recent outbreak of the betacoronavirus SARS-CoV-2 has become a significant concern to public health care worldwide. As of August 19, 2020, more than 22,140,472 people are infected, and over 781,135 people have died due to this deadly virus. In the USA alone, over 5,482,602 people are currently infected, and more than 171,823 people have died. SARS-CoV-2 has shown a higher infectivity rate and a more extended incubation period as compared to previous coronaviruses. SARS-CoV-2 binds much more ",07/10/2020,10.1016/j.virusres.2020.198141,Subodh Kumar Samrat,"Wadsworth Center, New York State Department of Health, 120 New Scotland Ave, Albany, NY 12208, USA",pubmed,0,0
489,32846056,Developing Safe and Effective Covid Vaccines - Operation Warp Speed's Strategy and Approach.,NA,10/11/2020,10.1056/NEJMp2027405,Moncef Slaoui,"From Operation Warp Speed, Department of Health and Human Services, Washington, DC",pubmed,0,0
490,32845317,Large Simple Double-Blind Randomized Trials for the Rapid Assessment of the Effectiveness of COVID-19 Vaccines.,NA,06/10/2020,10.1093/infdis/jiaa456,Joerg Hasford,"Institute for Medical Information Processing, Biometry, and Epidemiology, University of Munich, Munich, Germany",pubmed,0,0
492,32844107,COVID-19 response in Nigeria: Health system preparedness and lessons for future epidemics in Africa.,"The coronavirus disease 2019 (COVID-19) will continue to have a significant impact on the way we live for at least the next few years until the scale-up of production and administration of an effective vaccine. Unfortunately, this will not be the last pandemic of infectious diseases the world will experience, and the next one may have more devastating consequences in Africa than COVID-19, unless critical lessons for the future are learnt now for more rapid and robust containment measures. Severe",07/12/2020,10.1016/j.jemep.2020.100580,C C Etteh,"Department of medical biochemistry, Imo State university, Owerri, Imo State, Nigeria",pubmed,0,0
493,32841042,The Disillusioned Comfort with COVID-19 and the Potential of Convalescent Plasma and Cell Therapy.,"Coronavirus disease 2019 or COVID-19 is highly infectious, which can lead to acute and chronic debilitating symptoms, as well as mortality. The advent of safe and effective vaccines or antiviral drugs remains distant in the future. Practical public health measures, such as social distancing, hand washing, and wearing a face mask, are the current recommended guidelines by the Centers for Disease Control and Prevention for limiting the spread of the virus. Weakened immune system and aberrant infla",09/09/2020,10.1177/0963689720940719,Mia C Borlongan,"38University of California Berkeley, Berkeley, CA, USA",pubmed,0,0
